날짜,발전기ID,발전량(MWh),가동시간(h),평균효율(%),평균외기온도(°C),평균냉각수온도(°C),평균압력(bar)
2023-01-01,GEN_001,21.219225159675357,24,48.99439538560756,-9.493843628929774,40.506156371070226,8.43322224398191
2023-01-01,GEN_002,21.20704419529024,24,48.968417015667704,-9.493843628929774,40.506156371070226,8.258678402372967
2023-01-01,GEN_003,21.22553326201183,24,49.030533597372845,-9.493843628929774,40.506156371070226,8.099531739698927
2023-01-01,GEN_004,21.205871660231363,24,49.00525789085541,-9.493843628929774,40.506156371070226,8.527792502784562
2023-01-01,GEN_005,21.23648876181152,24,48.94869028097785,-9.493843628929774,40.506156371070226,8.577242083507258
2023-01-02,GEN_001,21.21316853986061,24,48.97855849008274,-9.46708324221037,40.53291675778963,8.159999769658159
2023-01-02,GEN_002,21.206298097687554,24,48.99697548717656,-9.46708324221037,40.53291675778963,8.050168513320383
2023-01-02,GEN_003,21.224329155756642,24,48.989604655565614,-9.46708324221037,40.53291675778963,8.368852627769725
2023-01-02,GEN_004,21.230807230774438,24,49.03486537013896,-9.46708324221037,40.53291675778963,8.860463344970993
2023-01-02,GEN_005,21.219305252241934,24,48.96553604684678,-9.46708324221037,40.53291675778963,8.800683481504558
2023-01-03,GEN_001,21.206737007411466,24,48.98062628404244,-9.25249846845098,40.74750153154902,8.357032698842378
2023-01-03,GEN_002,21.206614713649504,24,48.97632349232625,-9.25249846845098,40.74750153154902,8.593710444533812
2023-01-03,GEN_003,21.207095303855386,24,48.97417353922928,-9.25249846845098,40.74750153154902,8.278019053648956
2023-01-03,GEN_004,21.206892060082946,24,49.05408213186754,-9.25249846845098,40.74750153154902,8.685918494430195
2023-01-03,GEN_005,21.20871269252882,24,49.06216315265876,-9.25249846845098,40.74750153154902,8.38220398767608
2023-01-04,GEN_001,21.195275453214695,24,48.99588339970277,-9.046166864388725,40.953833135611276,8.822823643482128
2023-01-04,GEN_002,21.176627084309295,24,48.968491286684696,-9.046166864388725,40.953833135611276,8.489244948321698
2023-01-04,GEN_003,21.181644102148123,24,49.029485072327155,-9.046166864388725,40.953833135611276,8.101430329578598
2023-01-04,GEN_004,21.1795367713746,24,48.983021288212605,-9.046166864388725,40.953833135611276,7.977843893872608
2023-01-04,GEN_005,21.19339803464103,24,49.00278873984568,-9.046166864388725,40.953833135611276,8.13182320862478
2023-01-05,GEN_001,21.223059458413044,24,48.961426012448236,-9.019121250452063,40.98087874954794,8.780945429102742
2023-01-05,GEN_002,21.184878689568052,24,48.9891270345218,-9.019121250452063,40.98087874954794,8.098896898346444
2023-01-05,GEN_003,21.21724908587077,24,49.00367062561372,-9.019121250452063,40.98087874954794,8.412603953038628
2023-01-05,GEN_004,21.189329955948164,24,49.07537023214133,-9.019121250452063,40.98087874954794,8.92520698339759
2023-01-05,GEN_005,21.20406644668603,24,49.05580006962314,-9.019121250452063,40.98087874954794,8.783434101538258
2023-01-06,GEN_001,21.21209506423933,24,48.981476984424035,-9.182603911374171,40.81739608862583,8.227008091964134
2023-01-06,GEN_002,21.20748200868236,24,48.99590515612837,-9.182603911374171,40.81739608862583,8.096805856376466
2023-01-06,GEN_003,21.188768951168583,24,49.02281364475805,-9.182603911374171,40.81739608862583,8.784313491796867
2023-01-06,GEN_004,21.176345283502496,24,48.98366207651326,-9.182603911374171,40.81739608862583,9.25774263256245
2023-01-06,GEN_005,21.19718374037929,24,49.05266967180754,-9.182603911374171,40.81739608862583,8.394251761091018
2023-01-07,GEN_001,21.165746822920536,24,49.01559755257832,-8.811973160257503,41.1880268397425,8.181998044647266
2023-01-07,GEN_002,21.19039462221094,24,48.89194556213005,-8.811973160257503,41.1880268397425,8.839085050287945
2023-01-07,GEN_003,21.193253240573352,24,49.04654735255266,-8.811973160257503,41.1880268397425,8.81274036827357
2023-01-07,GEN_004,21.181617893326443,24,48.998626748107164,-8.811973160257503,41.1880268397425,8.267635614363
2023-01-07,GEN_005,21.182679388920274,24,48.96964604960514,-8.811973160257503,41.1880268397425,8.39601031679815
2023-01-08,GEN_001,21.171239909199684,24,48.99368589200685,-8.645357712327518,41.35464228767248,8.644622933763921
2023-01-08,GEN_002,21.214326654931593,24,48.98683970663294,-8.645357712327518,41.35464228767248,8.483643913719634
2023-01-08,GEN_003,21.194832383995113,24,49.006859656602614,-8.645357712327518,41.35464228767248,9.120933148872686
2023-01-08,GEN_004,21.179965611466663,24,48.98542723966983,-8.645357712327518,41.35464228767248,7.959549715458399
2023-01-08,GEN_005,21.21891694631824,24,48.95825419459455,-8.645357712327518,41.35464228767248,8.890728855963067
2023-01-09,GEN_001,21.179250788633862,24,49.021594810407585,-8.588860366241855,41.41113963375815,8.450087493409494
2023-01-09,GEN_002,21.194570668668305,24,48.97892645433816,-8.588860366241855,41.41113963375815,8.191554242502342
2023-01-09,GEN_003,21.21006201643418,24,48.95004326021518,-8.588860366241855,41.41113963375815,8.742523778876746
2023-01-09,GEN_004,21.176204482478557,24,49.06947402471286,-8.588860366241855,41.41113963375815,8.428989024827514
2023-01-09,GEN_005,21.162341932353062,24,48.99791244749675,-8.588860366241855,41.41113963375815,8.78123911984116
2023-01-10,GEN_001,21.20669530289311,24,48.95753784822582,-8.425076395128999,41.574923604871,8.826671141966786
2023-01-10,GEN_002,21.198820240274294,24,48.97591049583716,-8.425076395128999,41.574923604871,8.4185440714055
2023-01-10,GEN_003,21.146718785064984,24,48.97286445297008,-8.425076395128999,41.574923604871,8.067133513686032
2023-01-10,GEN_004,21.195255068262913,24,48.94375279167864,-8.425076395128999,41.574923604871,9.003057192573294
2023-01-10,GEN_005,21.190632405437064,24,49.03814366759223,-8.425076395128999,41.574923604871,8.386958535566778
2023-01-11,GEN_001,21.21191968523768,24,48.98956564867485,-8.364553407922903,41.635446592077095,8.209865763443805
2023-01-11,GEN_002,21.170039864553306,24,48.99187424636636,-8.364553407922903,41.635446592077095,8.210042220433294
2023-01-11,GEN_003,21.164093091822032,24,48.999474858894224,-8.364553407922903,41.635446592077095,8.657577626150816
2023-01-11,GEN_004,21.216346789176526,24,49.02599179231942,-8.364553407922903,41.635446592077095,9.102202956380083
2023-01-11,GEN_005,21.185215322054432,24,48.96898942710385,-8.364553407922903,41.635446592077095,8.849351252458007
2023-01-12,GEN_001,21.16225200041304,24,48.98824367791885,-7.940751425770357,42.05924857422964,8.019262727259989
2023-01-12,GEN_002,21.13600769787018,24,49.05366096875816,-7.940751425770357,42.05924857422964,8.685035489400073
2023-01-12,GEN_003,21.130050859441333,24,49.04974365678544,-7.940751425770357,42.05924857422964,8.612908316180508
2023-01-12,GEN_004,21.17641090587988,24,49.02468320804554,-7.940751425770357,42.05924857422964,8.544267922596712
2023-01-12,GEN_005,21.138913823719736,24,49.002021911788525,-7.940751425770357,42.05924857422964,8.022316365048816
2023-01-13,GEN_001,21.17828157450386,24,49.024491823759014,-7.647211597876897,42.3527884021231,8.637486015910147
2023-01-13,GEN_002,21.15425510572035,24,49.02465685176014,-7.647211597876897,42.3527884021231,9.069853665018924
2023-01-13,GEN_003,21.13725044277444,24,49.051291380954844,-7.647211597876897,42.3527884021231,8.428627696367698
2023-01-13,GEN_004,21.16052376084093,24,48.985378654387056,-7.647211597876897,42.3527884021231,8.419224226275936
